,MDS-UPDRS Prediction target,Feature,Type,Best performing model,Best performing parcellation,R2,RMSE,AUC,PPV,NPV,Spec.,Sens.
0,Baseline,ReHo,D.4,Gradient Boosting,BASC444,-0.029,16.23,0.686,61.8%,75.0%,73.5%,63.6%
0,Baseline,ReHo,D.4,Gradient Boosting,Schaefer,-0.082,16.64,0.519,42.9%,61.1%,67.3%,36.4%
0,Baseline,ReHo,D.4,SVM,BASC197,-0.156,17.21,0.61,63.2%,66.7%,85.7%,36.4%
0,Baseline,ReHo,D.4,SVM,BASC444,-0.021,16.17,0.656,63.0%,70.9%,79.6%,51.5%
0,Baseline,ReHo,D.4,SVM,Schaefer,-0.051,16.41,0.671,77.8%,70.3%,91.8%,42.4%
0,Baseline,ReHo,D.4,Random Forest,BASC197,0.037,15.7,0.651,64.0%,70.2%,81.6%,48.5%
0,Baseline,ReHo,D.4,Random Forest,BASC444,0.088,15.28,0.676,63.3%,73.1%,77.6%,57.6%
0,Baseline,ReHo,D.4,Random Forest,Schaefer,-0.037,16.29,0.539,45.2%,62.7%,65.3%,42.4%
3,Year 1,fALFF,original,ElasticNet,Schaefer,0.558,14.256,0.753,70.4%,80.0%,71.4%,79.2%
0,Year 1,fALFF,Default,ElasticNet,BASC197,0.717,11.6,0.805,75.9%,86.4%,73.1%,88.0%
0,Year 1,fALFF,Default,ElasticNet,BASC444,0.5,15.41,0.648,62.1%,68.2%,57.7%,72.0%
0,Year 1,fALFF,Default,ElasticNet,Schaefer,0.453,16.11,0.69,62.9%,81.2%,50.0%,88.0%
0,Year 1,fALFF,Default,Gradient Boosting,BASC197,0.575,14.2,0.765,74.1%,79.2%,73.1%,80.0%
0,Year 1,fALFF,Default,Gradient Boosting,BASC444,0.506,15.32,0.785,76.9%,80.0%,76.9%,80.0%
0,Year 1,fALFF,Default,Gradient Boosting,Schaefer,0.622,13.4,0.825,78.6%,87.0%,76.9%,88.0%
0,Year 1,fALFF,Default,SVM,BASC197,0.216,19.3,0.688,64.5%,75.0%,57.7%,80.0%
0,Year 1,fALFF,Default,SVM,BASC444,0.185,19.67,0.65,60.6%,72.2%,50.0%,80.0%
0,Year 1,fALFF,Default,SVM,Schaefer,0.519,15.12,0.785,75.0%,82.6%,73.1%,84.0%
0,Year 1,fALFF,Default,Random Forest,BASC197,0.499,15.43,0.822,90.0%,77.4%,92.3%,72.0%
0,Year 1,fALFF,Default,Random Forest,BASC444,0.444,16.25,0.822,86.4%,79.3%,88.5%,76.0%
0,Year 1,fALFF,Default,Random Forest,Schaefer,0.369,17.31,0.802,85.7%,76.7%,88.5%,72.0%
0,Year 1,fALFF,A.1,ElasticNet,BASC197,0.483,17.46,0.729,63.6%,87.0%,55.6%,90.3%
0,Year 1,fALFF,A.1,ElasticNet,BASC444,0.262,20.86,0.672,58.7%,81.0%,47.2%,87.1%
0,Year 1,fALFF,A.1,ElasticNet,Schaefer,0.443,18.11,0.727,64.3%,84.0%,58.3%,87.1%
0,Year 1,fALFF,A.1,Gradient Boosting,BASC197,0.183,21.95,0.73,71.0%,75.0%,75.0%,71.0%
0,Year 1,fALFF,A.1,Gradient Boosting,BASC444,0.266,20.8,0.653,58.1%,75.0%,50.0%,80.6%
0,Year 1,fALFF,A.1,Gradient Boosting,Schaefer,0.322,20.0,0.792,75.8%,82.4%,77.8%,80.6%
0,Year 1,fALFF,A.1,SVM,BASC197,0.136,22.57,0.73,71.0%,75.0%,75.0%,71.0%
0,Year 1,fALFF,A.1,SVM,BASC444,0.147,22.42,0.639,56.8%,73.9%,47.2%,80.6%
0,Year 1,fALFF,A.1,SVM,Schaefer,0.188,21.87,0.61,58.1%,63.9%,63.9%,58.1%
0,Year 1,fALFF,A.1,Random Forest,BASC197,0.375,19.2,0.804,80.0%,81.1%,83.3%,77.4%
0,Year 1,fALFF,A.1,Random Forest,BASC444,0.388,18.99,0.762,72.7%,79.4%,75.0%,77.4%
0,Year 1,fALFF,A.1,Random Forest,Schaefer,0.371,19.25,0.788,79.3%,78.9%,83.3%,74.2%
0,Year 1,fALFF,B.1,ElasticNet,BASC197,0.7,11.93,0.825,76.7%,90.5%,73.1%,92.0%
0,Year 1,fALFF,B.1,ElasticNet,BASC444,0.49,15.57,0.785,75.0%,82.6%,73.1%,84.0%
0,Year 1,fALFF,B.1,ElasticNet,Schaefer,0.436,16.37,0.729,65.7%,87.5%,53.8%,92.0%
0,Year 1,fALFF,B.1,Gradient Boosting,BASC197,0.473,15.81,0.803,82.6%,78.6%,84.6%,76.0%
0,Year 1,fALFF,B.1,Gradient Boosting,BASC444,0.428,16.48,0.804,80.0%,80.8%,80.8%,80.0%
0,Year 1,fALFF,B.1,Gradient Boosting,Schaefer,0.341,17.69,0.707,67.9%,73.9%,65.4%,76.0%
0,Year 1,fALFF,B.1,SVM,BASC197,0.168,19.87,0.648,62.1%,68.2%,57.7%,72.0%
0,Year 1,fALFF,B.1,SVM,BASC444,0.203,19.46,0.592,55.6%,66.7%,38.5%,80.0%
0,Year 1,fALFF,B.1,SVM,Schaefer,0.458,16.04,0.727,69.0%,77.3%,65.4%,80.0%
0,Year 1,fALFF,B.1,Random Forest,BASC197,0.437,16.34,0.822,90.0%,77.4%,92.3%,72.0%
0,Year 1,fALFF,B.1,Random Forest,BASC444,0.445,16.23,0.802,85.7%,76.7%,88.5%,72.0%
0,Year 1,fALFF,B.1,Random Forest,Schaefer,0.339,17.72,0.802,85.7%,76.7%,88.5%,72.0%
0,Year 1,fALFF,B.2,ElasticNet,BASC197,0.671,12.5,0.806,74.2%,90.0%,69.2%,92.0%
0,Year 1,fALFF,B.2,ElasticNet,BASC444,0.541,14.76,0.688,64.5%,75.0%,57.7%,80.0%
0,Year 1,fALFF,B.2,ElasticNet,Schaefer,0.554,14.56,0.787,71.9%,89.5%,65.4%,92.0%
0,Year 1,fALFF,B.2,Gradient Boosting,BASC197,0.537,14.83,0.804,80.0%,80.8%,80.8%,80.0%
0,Year 1,fALFF,B.2,Gradient Boosting,BASC444,0.51,15.25,0.728,66.7%,83.3%,57.7%,88.0%
0,Year 1,fALFF,B.2,Gradient Boosting,Schaefer,0.427,16.5,0.765,74.1%,79.2%,73.1%,80.0%
0,Year 1,fALFF,B.2,SVM,BASC197,0.148,20.11,0.649,61.3%,70.0%,53.8%,76.0%
0,Year 1,fALFF,B.2,SVM,BASC444,0.24,19.0,0.612,56.8%,71.4%,38.5%,84.0%
0,Year 1,fALFF,B.2,SVM,Schaefer,0.548,14.65,0.727,69.0%,77.3%,65.4%,80.0%
0,Year 1,fALFF,B.2,Random Forest,BASC197,0.51,15.25,0.822,90.0%,77.4%,92.3%,72.0%
0,Year 1,fALFF,B.2,Random Forest,BASC444,0.526,15.0,0.783,81.8%,75.9%,84.6%,72.0%
0,Year 1,fALFF,B.2,Random Forest,Schaefer,0.422,16.56,0.802,89.5%,75.0%,92.3%,68.0%
0,Year 1,fALFF,B.3,ElasticNet,BASC197,0.551,14.59,0.805,77.8%,83.3%,76.9%,84.0%
0,Year 1,fALFF,B.3,ElasticNet,BASC444,0.444,16.24,0.805,75.9%,86.4%,73.1%,88.0%
0,Year 1,fALFF,B.3,ElasticNet,Schaefer,0.637,13.13,0.824,80.8%,84.0%,80.8%,84.0%
0,Year 1,fALFF,B.3,Gradient Boosting,BASC197,0.62,13.44,0.766,72.4%,81.8%,69.2%,84.0%
0,Year 1,fALFF,B.3,Gradient Boosting,BASC444,0.547,14.66,0.805,77.8%,83.3%,76.9%,84.0%
0,Year 1,fALFF,B.3,Gradient Boosting,Schaefer,0.511,15.24,0.668,64.3%,69.6%,61.5%,72.0%
0,Year 1,fALFF,B.3,SVM,BASC197,-0.179,23.66,0.703,77.8%,66.7%,84.6%,56.0%
0,Year 1,fALFF,B.3,SVM,BASC444,0.096,20.71,0.65,60.6%,72.2%,50.0%,80.0%
0,Year 1,fALFF,B.3,SVM,Schaefer,0.073,20.98,0.685,69.6%,67.9%,73.1%,64.0%
0,Year 1,fALFF,B.3,Random Forest,BASC197,0.524,15.03,0.802,85.7%,76.7%,88.5%,72.0%
0,Year 1,fALFF,B.3,Random Forest,BASC444,0.482,15.68,0.822,90.0%,77.4%,92.3%,72.0%
0,Year 1,fALFF,B.3,Random Forest,Schaefer,0.491,15.55,0.802,85.7%,76.7%,88.5%,72.0%
0,Year 1,fALFF,C.1,ElasticNet,BASC197,0.577,14.16,0.805,77.8%,83.3%,76.9%,84.0%
0,Year 1,fALFF,C.1,ElasticNet,BASC444,0.562,14.43,0.785,75.0%,82.6%,73.1%,84.0%
0,Year 1,fALFF,C.1,ElasticNet,Schaefer,0.461,15.99,0.825,78.6%,87.0%,76.9%,88.0%
0,Year 1,fALFF,C.1,Gradient Boosting,BASC197,0.469,15.87,0.824,80.8%,84.0%,80.8%,84.0%
0,Year 1,fALFF,C.1,Gradient Boosting,BASC444,0.581,14.11,0.824,80.8%,84.0%,80.8%,84.0%
0,Year 1,fALFF,C.1,Gradient Boosting,Schaefer,0.418,16.63,0.784,79.2%,77.8%,80.8%,76.0%
0,Year 1,fALFF,C.1,SVM,BASC197,0.326,17.9,0.648,63.0%,66.7%,61.5%,68.0%
0,Year 1,fALFF,C.1,SVM,BASC444,0.209,19.38,0.608,59.3%,62.5%,57.7%,64.0%
0,Year 1,fALFF,C.1,SVM,Schaefer,0.329,17.85,0.706,69.2%,72.0%,69.2%,72.0%
0,Year 1,fALFF,C.1,Random Forest,BASC197,0.514,15.19,0.822,86.4%,79.3%,88.5%,76.0%
0,Year 1,fALFF,C.1,Random Forest,BASC444,0.544,14.72,0.802,85.7%,76.7%,88.5%,72.0%
0,Year 1,fALFF,C.1,Random Forest,Schaefer,0.456,16.07,0.822,86.4%,79.3%,88.5%,76.0%
0,Year 1,fALFF,C.2,ElasticNet,BASC197,0.443,16.26,0.709,64.7%,82.4%,53.8%,88.0%
0,Year 1,fALFF,C.2,ElasticNet,BASC444,0.412,16.71,0.748,67.6%,88.2%,57.7%,92.0%
0,Year 1,fALFF,C.2,ElasticNet,Schaefer,0.401,16.86,0.747,70.0%,81.0%,65.4%,84.0%
0,Year 1,fALFF,C.2,Gradient Boosting,BASC197,0.348,17.59,0.765,74.1%,79.2%,73.1%,80.0%
0,Year 1,fALFF,C.2,Gradient Boosting,BASC444,0.326,17.88,0.863,84.6%,88.0%,84.6%,88.0%
0,Year 1,fALFF,C.2,Gradient Boosting,Schaefer,0.271,18.61,0.766,72.4%,81.8%,69.2%,84.0%
0,Year 1,fALFF,C.2,SVM,BASC197,-0.041,22.23,0.608,60.0%,61.5%,61.5%,60.0%
0,Year 1,fALFF,C.2,SVM,BASC444,-0.226,24.12,0.548,54.5%,55.2%,61.5%,48.0%
0,Year 1,fALFF,C.2,SVM,Schaefer,0.196,19.53,0.706,69.2%,72.0%,69.2%,72.0%
0,Year 1,fALFF,C.2,Random Forest,BASC197,0.367,17.34,0.822,90.0%,77.4%,92.3%,72.0%
0,Year 1,fALFF,C.2,Random Forest,BASC444,0.4,16.87,0.842,90.5%,80.0%,92.3%,76.0%
0,Year 1,fALFF,C.2,Random Forest,Schaefer,0.374,17.25,0.822,90.0%,77.4%,92.3%,72.0%
0,Year 1,fALFF,D.1,ElasticNet,BASC197,0.721,11.52,0.805,75.9%,86.4%,73.1%,88.0%
0,Year 1,fALFF,D.1,ElasticNet,BASC444,0.496,15.46,0.708,66.7%,76.2%,61.5%,80.0%
0,Year 1,fALFF,D.1,ElasticNet,Schaefer,0.469,15.87,0.729,65.7%,87.5%,53.8%,92.0%
0,Year 1,fALFF,D.1,Gradient Boosting,BASC197,0.608,13.64,0.765,74.1%,79.2%,73.1%,80.0%
0,Year 1,fALFF,D.1,Gradient Boosting,BASC444,0.453,16.12,0.785,76.9%,80.0%,76.9%,80.0%
0,Year 1,fALFF,D.1,Gradient Boosting,Schaefer,0.648,12.93,0.805,77.8%,83.3%,76.9%,84.0%
0,Year 1,fALFF,D.1,SVM,BASC197,0.252,18.85,0.649,61.3%,70.0%,53.8%,76.0%
0,Year 1,fALFF,D.1,SVM,BASC444,0.199,19.51,0.67,61.8%,76.5%,50.0%,84.0%
0,Year 1,fALFF,D.1,SVM,Schaefer,0.482,15.69,0.767,71.0%,85.0%,65.4%,88.0%
0,Year 1,fALFF,D.1,Random Forest,BASC197,0.46,16.01,0.842,90.5%,80.0%,92.3%,76.0%
0,Year 1,fALFF,D.1,Random Forest,BASC444,0.458,16.04,0.802,85.7%,76.7%,88.5%,72.0%
0,Year 1,fALFF,D.1,Random Forest,Schaefer,0.372,17.27,0.783,81.8%,75.9%,84.6%,72.0%
0,Year 1,fALFF,D.2,ElasticNet,BASC197,0.067,21.05,0.614,56.1%,80.0%,30.8%,92.0%
0,Year 1,fALFF,D.2,ElasticNet,BASC444,-0.021,22.02,0.573,54.1%,64.3%,34.6%,80.0%
0,Year 1,fALFF,D.2,ElasticNet,Schaefer,0.204,19.44,0.67,61.8%,76.5%,50.0%,84.0%
0,Year 1,fALFF,D.2,Gradient Boosting,BASC197,-0.09,22.75,0.493,48.5%,50.0%,34.6%,64.0%
0,Year 1,fALFF,D.2,Gradient Boosting,BASC444,0.101,20.66,0.494,48.6%,50.0%,30.8%,68.0%
0,Year 1,fALFF,D.2,Gradient Boosting,Schaefer,0.198,19.51,0.788,70.6%,94.1%,61.5%,96.0%
0,Year 1,fALFF,D.2,SVM,BASC197,-0.093,22.78,0.623,71.4%,59.5%,84.6%,40.0%
0,Year 1,fALFF,D.2,SVM,BASC444,-0.004,21.84,0.61,58.1%,65.0%,50.0%,72.0%
0,Year 1,fALFF,D.2,SVM,Schaefer,0.273,18.57,0.688,65.5%,72.7%,61.5%,76.0%
0,Year 1,fALFF,D.2,Random Forest,BASC197,-0.113,22.99,0.555,52.4%,66.7%,23.1%,88.0%
0,Year 1,fALFF,D.2,Random Forest,BASC444,-0.014,21.94,0.515,50.0%,54.5%,23.1%,80.0%
0,Year 1,fALFF,D.2,Random Forest,Schaefer,-0.083,22.68,0.538,51.1%,75.0%,11.5%,96.0%
0,Year 1,fALFF,D.3,ElasticNet,/,0.541,14.77,0.825,78.6%,87.0%,76.9%,88.0%
0,Year 1,fALFF,D.3,Gradient Boosting,/,0.415,16.66,0.805,77.8%,83.3%,76.9%,84.0%
0,Year 1,fALFF,D.3,SVM,/,0.4,16.87,0.743,80.0%,71.0%,84.6%,64.0%
0,Year 1,fALFF,D.3,Random Forest,/,0.473,15.83,0.842,90.5%,80.0%,92.3%,76.0%
0,Year 1,fALFF,D.4,ElasticNet,BASC197,0.031,21.45,0.555,52.5%,63.6%,26.9%,84.0%
0,Year 1,fALFF,D.4,ElasticNet,BASC444,-0.004,21.83,0.554,52.6%,61.5%,30.8%,80.0%
0,Year 1,fALFF,D.4,ElasticNet,Schaefer,0.092,20.76,0.553,52.8%,60.0%,34.6%,76.0%
0,Year 1,fALFF,D.4,Gradient Boosting,BASC197,-0.096,22.81,0.455,45.9%,42.9%,23.1%,68.0%
0,Year 1,fALFF,D.4,Gradient Boosting,BASC444,0.141,20.2,0.474,47.1%,47.1%,30.8%,64.0%
0,Year 1,fALFF,D.4,Gradient Boosting,Schaefer,0.21,19.37,0.788,70.6%,94.1%,61.5%,96.0%
0,Year 1,fALFF,D.4,SVM,BASC197,-0.221,24.08,0.582,75.0%,55.8%,92.3%,24.0%
0,Year 1,fALFF,D.4,SVM,BASC444,-0.006,21.85,0.61,58.1%,65.0%,50.0%,72.0%
0,Year 1,fALFF,D.4,SVM,Schaefer,0.1,20.67,0.608,60.0%,61.5%,61.5%,60.0%
0,Year 1,fALFF,D.4,Random Forest,BASC197,-0.129,23.15,0.574,53.8%,66.7%,30.8%,84.0%
0,Year 1,fALFF,D.4,Random Forest,BASC444,0.097,20.7,0.496,48.8%,50.0%,19.2%,80.0%
0,Year 1,fALFF,D.4,Random Forest,Schaefer,-0.012,21.92,0.576,53.3%,83.3%,19.2%,96.0%
2,Year 1,ReHo,original,ElasticNet,Schaefer,0.453,15.861,0.753,70.4%,80.0%,71.4%,79.2%
0,Year 1,ReHo,Default,ElasticNet,BASC197,0.434,16.4,0.728,67.7%,80.0%,61.5%,84.0%
0,Year 1,ReHo,Default,ElasticNet,BASC444,0.512,15.22,0.804,80.0%,80.8%,80.8%,80.0%
0,Year 1,ReHo,Default,ElasticNet,Schaefer,0.535,14.85,0.767,71.0%,85.0%,65.4%,88.0%
0,Year 1,ReHo,Default,Gradient Boosting,BASC197,0.261,18.73,0.765,76.0%,76.9%,76.9%,76.0%
0,Year 1,ReHo,Default,Gradient Boosting,BASC444,0.289,18.38,0.745,73.1%,76.0%,73.1%,76.0%
0,Year 1,ReHo,Default,Gradient Boosting,Schaefer,0.36,17.43,0.803,82.6%,78.6%,84.6%,76.0%
0,Year 1,ReHo,Default,SVM,BASC197,-0.094,22.79,0.682,80.0%,63.9%,88.5%,48.0%
0,Year 1,ReHo,Default,SVM,BASC444,-0.01,21.9,0.762,88.2%,70.6%,92.3%,60.0%
0,Year 1,ReHo,Default,SVM,Schaefer,0.04,21.35,0.665,68.2%,65.5%,73.1%,60.0%
0,Year 1,ReHo,Default,Random Forest,BASC197,0.392,16.99,0.802,85.7%,76.7%,88.5%,72.0%
0,Year 1,ReHo,Default,Random Forest,BASC444,0.393,16.98,0.802,85.7%,76.7%,88.5%,72.0%
0,Year 1,ReHo,Default,Random Forest,Schaefer,0.442,16.27,0.822,90.0%,77.4%,92.3%,72.0%
0,Year 1,ReHo,A.1,ElasticNet,BASC197,0.46,17.84,0.663,60.5%,72.4%,58.3%,74.2%
0,Year 1,ReHo,A.1,ElasticNet,BASC444,0.407,18.7,0.653,58.1%,75.0%,50.0%,80.6%
0,Year 1,ReHo,A.1,ElasticNet,Schaefer,0.474,17.61,0.681,61.0%,76.9%,55.6%,80.6%
0,Year 1,ReHo,A.1,Gradient Boosting,BASC197,0.05,23.66,0.679,61.5%,75.0%,58.3%,77.4%
0,Year 1,ReHo,A.1,Gradient Boosting,BASC444,0.386,19.02,0.702,66.7%,73.5%,69.4%,71.0%
0,Year 1,ReHo,A.1,Gradient Boosting,Schaefer,0.283,20.56,0.707,64.9%,76.7%,63.9%,77.4%
0,Year 1,ReHo,A.1,SVM,BASC197,0.075,23.35,0.651,64.3%,66.7%,72.2%,58.1%
0,Year 1,ReHo,A.1,SVM,BASC444,0.137,22.55,0.628,58.8%,66.7%,61.1%,64.5%
0,Year 1,ReHo,A.1,SVM,Schaefer,0.172,22.09,0.668,65.5%,68.4%,72.2%,61.3%
0,Year 1,ReHo,A.1,Random Forest,BASC197,0.353,19.53,0.73,71.0%,75.0%,75.0%,71.0%
0,Year 1,ReHo,A.1,Random Forest,BASC444,0.396,18.86,0.772,78.6%,76.9%,83.3%,71.0%
0,Year 1,ReHo,A.1,Random Forest,Schaefer,0.391,18.94,0.804,80.0%,81.1%,83.3%,77.4%
0,Year 1,ReHo,B.1,ElasticNet,BASC197,0.492,15.53,0.766,72.4%,81.8%,69.2%,84.0%
0,Year 1,ReHo,B.1,ElasticNet,BASC444,0.515,15.18,0.784,79.2%,77.8%,80.8%,76.0%
0,Year 1,ReHo,B.1,ElasticNet,Schaefer,0.551,14.6,0.767,71.0%,85.0%,65.4%,88.0%
0,Year 1,ReHo,B.1,Gradient Boosting,BASC197,0.306,18.15,0.785,76.9%,80.0%,76.9%,80.0%
0,Year 1,ReHo,B.1,Gradient Boosting,BASC444,0.276,18.55,0.746,71.4%,78.3%,69.2%,80.0%
0,Year 1,ReHo,B.1,Gradient Boosting,Schaefer,0.398,16.91,0.784,79.2%,77.8%,80.8%,76.0%
0,Year 1,ReHo,B.1,SVM,BASC197,-0.081,22.66,0.702,81.2%,65.7%,88.5%,52.0%
0,Year 1,ReHo,B.1,SVM,BASC444,-0.046,22.29,0.761,93.3%,69.4%,96.2%,56.0%
0,Year 1,ReHo,B.1,SVM,Schaefer,0.049,21.25,0.665,68.2%,65.5%,73.1%,60.0%
0,Year 1,ReHo,B.1,Random Forest,BASC197,0.397,16.92,0.802,85.7%,76.7%,88.5%,72.0%
0,Year 1,ReHo,B.1,Random Forest,BASC444,0.405,16.81,0.822,90.0%,77.4%,92.3%,72.0%
0,Year 1,ReHo,B.1,Random Forest,Schaefer,0.414,16.68,0.822,90.0%,77.4%,92.3%,72.0%
0,Year 1,ReHo,B.2,ElasticNet,BASC197,0.464,15.95,0.805,77.8%,83.3%,76.9%,84.0%
0,Year 1,ReHo,B.2,ElasticNet,BASC444,0.492,15.54,0.804,80.0%,80.8%,80.8%,80.0%
0,Year 1,ReHo,B.2,ElasticNet,Schaefer,0.498,15.43,0.786,73.3%,85.7%,69.2%,88.0%
0,Year 1,ReHo,B.2,Gradient Boosting,BASC197,0.364,17.38,0.785,76.9%,80.0%,76.9%,80.0%
0,Year 1,ReHo,B.2,Gradient Boosting,BASC444,0.315,18.04,0.707,67.9%,73.9%,65.4%,76.0%
0,Year 1,ReHo,B.2,Gradient Boosting,Schaefer,0.41,16.74,0.823,83.3%,81.5%,84.6%,80.0%
0,Year 1,ReHo,B.2,SVM,BASC197,-0.085,22.7,0.662,78.6%,62.2%,88.5%,44.0%
0,Year 1,ReHo,B.2,SVM,BASC444,-0.082,22.67,0.742,87.5%,68.6%,92.3%,56.0%
0,Year 1,ReHo,B.2,SVM,Schaefer,0.108,20.58,0.744,77.3%,72.4%,80.8%,68.0%
0,Year 1,ReHo,B.2,Random Forest,BASC197,0.399,16.9,0.802,85.7%,76.7%,88.5%,72.0%
0,Year 1,ReHo,B.2,Random Forest,BASC444,0.387,17.07,0.822,90.0%,77.4%,92.3%,72.0%
0,Year 1,ReHo,B.2,Random Forest,Schaefer,0.395,16.95,0.802,85.7%,76.7%,88.5%,72.0%
0,Year 1,ReHo,B.3,ElasticNet,BASC197,0.548,14.64,0.787,71.9%,89.5%,65.4%,92.0%
0,Year 1,ReHo,B.3,ElasticNet,BASC444,0.557,14.5,0.825,78.6%,87.0%,76.9%,88.0%
0,Year 1,ReHo,B.3,ElasticNet,Schaefer,0.444,16.24,0.826,75.0%,94.7%,69.2%,96.0%
0,Year 1,ReHo,B.3,Gradient Boosting,BASC197,0.414,16.68,0.844,81.5%,87.5%,80.8%,88.0%
0,Year 1,ReHo,B.3,Gradient Boosting,BASC444,0.507,15.3,0.785,75.0%,82.6%,73.1%,84.0%
0,Year 1,ReHo,B.3,Gradient Boosting,Schaefer,0.512,15.22,0.864,82.1%,91.3%,80.8%,92.0%
0,Year 1,ReHo,B.3,SVM,BASC197,0.027,21.5,0.667,65.4%,68.0%,65.4%,68.0%
0,Year 1,ReHo,B.3,SVM,BASC444,0.063,21.1,0.648,62.1%,68.2%,57.7%,72.0%
0,Year 1,ReHo,B.3,SVM,Schaefer,0.037,21.39,0.707,67.9%,73.9%,65.4%,76.0%
0,Year 1,ReHo,B.3,Random Forest,BASC197,0.454,16.1,0.783,81.8%,75.9%,84.6%,72.0%
0,Year 1,ReHo,B.3,Random Forest,BASC444,0.467,15.91,0.783,81.8%,75.9%,84.6%,72.0%
0,Year 1,ReHo,B.3,Random Forest,Schaefer,0.482,15.68,0.822,90.0%,77.4%,92.3%,72.0%
0,Year 1,ReHo,C.1,ElasticNet,BASC197,0.58,14.12,0.785,76.9%,80.0%,76.9%,80.0%
0,Year 1,ReHo,C.1,ElasticNet,BASC444,0.524,15.03,0.765,74.1%,79.2%,73.1%,80.0%
0,Year 1,ReHo,C.1,ElasticNet,Schaefer,0.587,14.0,0.805,77.8%,83.3%,76.9%,84.0%
0,Year 1,ReHo,C.1,Gradient Boosting,BASC197,0.229,19.13,0.746,71.4%,78.3%,69.2%,80.0%
0,Year 1,ReHo,C.1,Gradient Boosting,BASC444,0.1,20.67,0.726,70.4%,75.0%,69.2%,76.0%
0,Year 1,ReHo,C.1,Gradient Boosting,Schaefer,0.244,18.95,0.727,69.0%,77.3%,65.4%,80.0%
0,Year 1,ReHo,C.1,SVM,BASC197,-0.059,22.43,0.782,85.0%,74.2%,88.5%,68.0%
0,Year 1,ReHo,C.1,SVM,BASC444,-0.005,21.85,0.782,88.9%,72.7%,92.3%,64.0%
0,Year 1,ReHo,C.1,SVM,Schaefer,0.37,17.29,0.802,85.7%,76.7%,88.5%,72.0%
0,Year 1,ReHo,C.1,Random Forest,BASC197,0.437,16.35,0.746,71.4%,78.3%,69.2%,80.0%
0,Year 1,ReHo,C.1,Random Forest,BASC444,0.363,17.39,0.746,71.4%,78.3%,69.2%,80.0%
0,Year 1,ReHo,C.1,Random Forest,Schaefer,0.404,16.82,0.784,79.2%,77.8%,80.8%,76.0%
0,Year 1,ReHo,D.1,ElasticNet,BASC197,0.447,16.21,0.728,67.7%,80.0%,61.5%,84.0%
0,Year 1,ReHo,D.1,ElasticNet,BASC444,0.527,14.99,0.804,80.0%,80.8%,80.8%,80.0%
0,Year 1,ReHo,D.1,ElasticNet,Schaefer,0.534,14.87,0.767,71.0%,85.0%,65.4%,88.0%
0,Year 1,ReHo,D.1,Gradient Boosting,BASC197,0.258,18.78,0.784,79.2%,77.8%,80.8%,76.0%
0,Year 1,ReHo,D.1,Gradient Boosting,BASC444,0.264,18.69,0.745,73.1%,76.0%,73.1%,76.0%
0,Year 1,ReHo,D.1,Gradient Boosting,Schaefer,0.342,17.68,0.823,83.3%,81.5%,84.6%,80.0%
0,Year 1,ReHo,D.1,SVM,BASC197,-0.063,22.46,0.702,85.7%,64.9%,92.3%,48.0%
0,Year 1,ReHo,D.1,SVM,BASC444,-0.065,22.49,0.741,92.9%,67.6%,96.2%,52.0%
0,Year 1,ReHo,D.1,SVM,Schaefer,-0.025,22.06,0.645,66.7%,63.3%,73.1%,56.0%
0,Year 1,ReHo,D.1,Random Forest,BASC197,0.415,16.67,0.783,81.8%,75.9%,84.6%,72.0%
0,Year 1,ReHo,D.1,Random Forest,BASC444,0.404,16.82,0.802,85.7%,76.7%,88.5%,72.0%
0,Year 1,ReHo,D.1,Random Forest,Schaefer,0.455,16.09,0.822,90.0%,77.4%,92.3%,72.0%
0,Year 1,ReHo,D.2,ElasticNet,BASC197,-0.044,22.26,0.438,45.5%,28.6%,7.7%,80.0%
0,Year 1,ReHo,D.2,ElasticNet,BASC444,-0.033,22.14,0.495,48.7%,50.0%,23.1%,76.0%
0,Year 1,ReHo,D.2,ElasticNet,Schaefer,0.064,21.08,0.575,53.5%,75.0%,23.1%,92.0%
0,Year 1,ReHo,D.2,Gradient Boosting,BASC197,-0.066,22.49,0.534,51.4%,57.1%,30.8%,76.0%
0,Year 1,ReHo,D.2,Gradient Boosting,BASC444,0.093,20.76,0.553,52.8%,60.0%,34.6%,76.0%
0,Year 1,ReHo,D.2,Gradient Boosting,Schaefer,-0.016,21.97,0.478,47.7%,42.9%,11.5%,84.0%
0,Year 1,ReHo,D.2,SVM,BASC197,-0.126,23.12,0.682,84.6%,63.2%,92.3%,44.0%
0,Year 1,ReHo,D.2,SVM,BASC444,-0.126,23.12,0.722,86.7%,66.7%,92.3%,52.0%
0,Year 1,ReHo,D.2,SVM,Schaefer,-0.091,22.76,0.681,90.9%,62.5%,96.2%,40.0%
0,Year 1,ReHo,D.2,Random Forest,BASC197,0.01,21.68,0.534,51.4%,57.1%,30.8%,76.0%
0,Year 1,ReHo,D.2,Random Forest,BASC444,-0.019,22.0,0.476,47.5%,45.5%,19.2%,76.0%
0,Year 1,ReHo,D.2,Random Forest,Schaefer,0.119,20.45,0.554,52.6%,61.5%,30.8%,80.0%
0,Year 1,ReHo,D.3,ElasticNet,/,0.541,14.77,0.825,78.6%,87.0%,76.9%,88.0%
0,Year 1,ReHo,D.3,Gradient Boosting,/,0.415,16.66,0.805,77.8%,83.3%,76.9%,84.0%
0,Year 1,ReHo,D.3,SVM,/,0.4,16.87,0.743,80.0%,71.0%,84.6%,64.0%
