,MDS-UPDRS Prediction target,Feature,Type,Best performing model,Best performing parcellation,R2,RMSE,AUC,PPV,NPV,Spec.,Sens.
0,Year 1,ReHo,Workflow H,ElasticNet,BASC444,0.423,17.15,0.621,57.6%,68.4%,48.1%,76.0%
0,Year 1,ReHo,Workflow H,ElasticNet,Schaefer,0.462,16.56,0.621,57.6%,68.4%,48.1%,76.0%
0,Year 1,ReHo,Workflow H,Gradient Boosting,BASC197,0.323,18.56,0.773,71.0%,85.7%,66.7%,88.0%
0,Year 1,ReHo,Workflow H,Gradient Boosting,BASC444,0.422,17.16,0.77,74.1%,80.0%,74.1%,80.0%
0,Year 1,ReHo,Workflow H,Gradient Boosting,Schaefer,0.425,17.11,0.732,70.4%,76.0%,70.4%,76.0%
0,Year 1,ReHo,Workflow H,SVM,BASC197,-0.464,27.31,0.595,58.3%,60.7%,63.0%,56.0%
0,Year 1,ReHo,Workflow H,SVM,BASC444,-0.262,25.35,0.636,60.7%,66.7%,59.3%,68.0%
0,Year 1,ReHo,Workflow H,SVM,Schaefer,0.167,20.6,0.658,61.3%,71.4%,55.6%,76.0%
0,Year 1,ReHo,Workflow H,Random Forest,BASC197,0.435,16.96,0.824,86.4%,80.0%,88.9%,76.0%
0,Year 1,ReHo,Workflow H,Random Forest,BASC444,0.435,16.97,0.824,86.4%,80.0%,88.9%,76.0%
0,Year 1,ReHo,Workflow H,Random Forest,Schaefer,0.442,16.86,0.824,86.4%,80.0%,88.9%,76.0%
0,Year 1,ReHo,Workflow I,ElasticNet,BASC197,0.039,22.13,0.508,48.6%,53.3%,29.6%,72.0%
0,Year 1,ReHo,Workflow I,ElasticNet,BASC444,-0.071,23.36,0.38,41.3%,0.0%,0.0%,76.0%
0,Year 1,ReHo,Workflow I,ElasticNet,Schaefer,0.028,22.25,0.487,47.1%,50.0%,33.3%,64.0%
0,Year 1,ReHo,Workflow I,Gradient Boosting,BASC197,-0.0,22.57,0.565,52.8%,62.5%,37.0%,76.0%
0,Year 1,ReHo,Workflow I,Gradient Boosting,BASC444,-0.014,22.73,0.547,51.4%,60.0%,33.3%,76.0%
0,Year 1,ReHo,Workflow I,Gradient Boosting,Schaefer,0.143,20.89,0.453,45.0%,41.7%,18.5%,72.0%
0,Year 1,ReHo,Workflow I,SVM,BASC197,-0.707,29.49,0.629,66.7%,61.8%,77.8%,48.0%
0,Year 1,ReHo,Workflow I,SVM,BASC444,-0.512,27.75,0.558,53.8%,57.7%,55.6%,56.0%
0,Year 1,ReHo,Workflow I,SVM,Schaefer,-0.457,27.24,0.573,57.1%,58.1%,66.7%,48.0%
0,Year 1,ReHo,Workflow I,Random Forest,BASC197,-0.024,22.84,0.585,54.1%,66.7%,37.0%,80.0%
0,Year 1,ReHo,Workflow I,Random Forest,BASC444,0.036,22.16,0.511,48.8%,54.5%,22.2%,80.0%
0,Year 1,ReHo,Workflow I,Random Forest,Schaefer,0.092,21.5,0.605,55.3%,71.4%,37.0%,84.0%
0,Year 1,ReHo,Workflow J,ElasticNet,/,0.405,17.41,0.678,62.5%,75.0%,55.6%,80.0%
0,Year 1,ReHo,Workflow J,Gradient Boosting,/,0.323,18.57,0.715,66.7%,77.3%,63.0%,80.0%
0,Year 1,ReHo,Workflow J,SVM,/,0.378,17.8,0.73,72.0%,74.1%,74.1%,72.0%
0,Year 1,ReHo,Workflow J,Random Forest,/,0.439,16.9,0.824,86.4%,80.0%,88.9%,76.0%
0,Year 1,ReHo,Workflow K,ElasticNet,BASC197,0.026,22.28,0.533,50.0%,62.5%,18.5%,88.0%
0,Year 1,ReHo,Workflow K,ElasticNet,BASC444,0.003,22.53,0.459,45.8%,25.0%,3.7%,88.0%
0,Year 1,ReHo,Workflow K,ElasticNet,Schaefer,-0.018,22.78,0.51,48.7%,53.8%,25.9%,76.0%
0,Year 1,ReHo,Workflow K,Gradient Boosting,BASC197,-0.038,22.99,0.584,54.3%,64.7%,40.7%,76.0%
0,Year 1,ReHo,Workflow K,Gradient Boosting,BASC444,-0.024,22.84,0.567,52.6%,64.3%,33.3%,80.0%
0,Year 1,ReHo,Workflow K,Gradient Boosting,Schaefer,0.112,21.27,0.471,46.2%,46.2%,22.2%,72.0%
0,Year 1,ReHo,Workflow K,SVM,BASC197,-0.565,28.24,0.61,63.2%,60.6%,74.1%,48.0%
0,Year 1,ReHo,Workflow K,SVM,BASC444,-0.573,28.3,0.521,50.0%,54.2%,48.1%,56.0%
0,Year 1,ReHo,Workflow K,SVM,Schaefer,-0.534,27.95,0.532,52.9%,54.3%,70.4%,36.0%
0,Year 1,ReHo,Workflow K,Random Forest,BASC197,-0.012,22.7,0.584,54.3%,64.7%,40.7%,76.0%
0,Year 1,ReHo,Workflow K,Random Forest,BASC444,0.037,22.15,0.511,48.8%,54.5%,22.2%,80.0%
0,Year 1,ReHo,Workflow K,Random Forest,Schaefer,0.087,21.56,0.659,60.6%,73.7%,51.9%,80.0%
5,Year 2,fALFF,original,ElasticNet,Schaefer,0.463,13.426,0.765,78.6%,76.5%,68.4%,84.6%
0,Year 2,fALFF,"Workflow A 
 (default)",ElasticNet,BASC197,-0.009,20.49,0.476,57.7%,25.0%,4.3%,90.9%
0,Year 2,fALFF,"Workflow A 
 (default)",ElasticNet,BASC444,0.021,20.18,0.47,57.4%,0.0%,0.0%,93.9%
0,Year 2,fALFF,"Workflow A 
 (default)",ElasticNet,Schaefer,0.19,18.36,0.533,60.9%,50.0%,21.7%,84.8%
0,Year 2,fALFF,"Workflow A 
 (default)",Gradient Boosting,BASC197,0.148,18.82,0.581,64.9%,52.6%,43.5%,72.7%
0,Year 2,fALFF,"Workflow A 
 (default)",Gradient Boosting,BASC444,0.129,19.03,0.559,63.2%,50.0%,39.1%,72.7%
0,Year 2,fALFF,"Workflow A 
 (default)",Gradient Boosting,Schaefer,0.111,19.22,0.509,59.5%,42.9%,26.1%,75.8%
0,Year 2,fALFF,"Workflow A 
 (default)",SVM,BASC197,-0.326,23.49,0.588,65.7%,52.4%,47.8%,69.7%
0,Year 2,fALFF,"Workflow A 
 (default)",SVM,BASC444,-0.274,23.02,0.546,61.9%,50.0%,30.4%,78.8%
0,Year 2,fALFF,"Workflow A 
 (default)",SVM,Schaefer,-0.647,26.18,0.484,57.6%,39.1%,39.1%,57.6%
0,Year 2,fALFF,"Workflow A 
 (default)",Random Forest,BASC197,0.276,17.35,0.581,64.9%,52.6%,43.5%,72.7%
0,Year 2,fALFF,"Workflow A 
 (default)",Random Forest,BASC444,0.248,17.69,0.581,64.9%,52.6%,43.5%,72.7%
0,Year 2,fALFF,"Workflow A 
 (default)",Random Forest,Schaefer,0.175,18.53,0.583,64.3%,57.1%,34.8%,81.8%
0,Year 2,fALFF,Workflow B,ElasticNet,BASC197,0.309,16.27,0.686,74.5%,66.7%,53.8%,83.3%
0,Year 2,fALFF,Workflow B,ElasticNet,BASC444,0.095,18.63,0.571,66.0%,53.3%,30.8%,83.3%
0,Year 2,fALFF,Workflow B,ElasticNet,Schaefer,0.337,15.94,0.679,73.5%,68.4%,50.0%,85.7%
0,Year 2,fALFF,Workflow B,Gradient Boosting,BASC197,0.331,16.02,0.736,78.3%,72.7%,61.5%,85.7%
0,Year 2,fALFF,Workflow B,Gradient Boosting,BASC444,0.205,17.46,0.628,70.0%,61.1%,42.3%,83.3%
0,Year 2,fALFF,Workflow B,Gradient Boosting,Schaefer,0.313,16.23,0.65,72.7%,58.3%,53.8%,76.2%
0,Year 2,fALFF,Workflow B,SVM,BASC197,-0.333,22.6,0.583,68.3%,48.1%,50.0%,66.7%
0,Year 2,fALFF,Workflow B,SVM,BASC444,-0.36,22.83,0.549,65.2%,45.5%,38.5%,71.4%
0,Year 2,fALFF,Workflow B,SVM,Schaefer,-0.362,22.85,0.725,84.4%,58.3%,80.8%,64.3%
0,Year 2,fALFF,Workflow B,Random Forest,BASC197,0.321,16.14,0.686,74.5%,66.7%,53.8%,83.3%
0,Year 2,fALFF,Workflow B,Random Forest,BASC444,0.253,16.93,0.671,72.5%,70.6%,46.2%,88.1%
0,Year 2,fALFF,Workflow B,Random Forest,Schaefer,0.371,15.53,0.667,72.9%,65.0%,50.0%,83.3%
0,Year 2,fALFF,Workflow C,ElasticNet,BASC197,-0.058,20.98,0.455,56.6%,0.0%,0.0%,90.9%
0,Year 2,fALFF,Workflow C,ElasticNet,BASC444,-0.045,20.84,0.47,57.4%,0.0%,0.0%,93.9%
0,Year 2,fALFF,Workflow C,ElasticNet,Schaefer,0.117,19.17,0.461,56.9%,20.0%,4.3%,87.9%
0,Year 2,fALFF,Workflow C,Gradient Boosting,BASC197,0.061,19.76,0.414,53.5%,23.1%,13.0%,69.7%
0,Year 2,fALFF,Workflow C,Gradient Boosting,BASC444,0.335,16.63,0.581,64.9%,52.6%,43.5%,72.7%
0,Year 2,fALFF,Workflow C,Gradient Boosting,Schaefer,0.058,19.79,0.516,60.0%,43.8%,30.4%,72.7%
0,Year 2,fALFF,Workflow C,SVM,BASC197,-0.223,22.56,0.588,65.7%,52.4%,47.8%,69.7%
0,Year 2,fALFF,Workflow C,SVM,BASC444,-0.306,23.31,0.538,61.5%,47.1%,34.8%,72.7%
0,Year 2,fALFF,Workflow C,SVM,Schaefer,-0.119,21.57,0.638,71.0%,56.0%,60.9%,66.7%
0,Year 2,fALFF,Workflow C,Random Forest,BASC197,0.247,17.7,0.594,66.7%,52.2%,52.2%,66.7%
0,Year 2,fALFF,Workflow C,Random Forest,BASC444,0.244,17.73,0.59,65.0%,56.2%,39.1%,78.8%
0,Year 2,fALFF,Workflow C,Random Forest,Schaefer,0.206,18.18,0.618,67.6%,57.9%,47.8%,75.8%
0,Year 2,fALFF,Workflow D,ElasticNet,BASC197,-0.035,20.75,0.455,56.6%,0.0%,0.0%,90.9%
0,Year 2,fALFF,Workflow D,ElasticNet,BASC444,0.018,20.21,0.47,57.4%,0.0%,0.0%,93.9%
0,Year 2,fALFF,Workflow D,ElasticNet,Schaefer,0.203,18.21,0.592,64.4%,63.6%,30.4%,87.9%
0,Year 2,fALFF,Workflow D,Gradient Boosting,BASC197,0.366,16.24,0.735,77.1%,71.4%,65.2%,81.8%
0,Year 2,fALFF,Workflow D,Gradient Boosting,BASC444,0.291,17.17,0.568,63.4%,53.3%,34.8%,78.8%
0,Year 2,fALFF,Workflow D,Gradient Boosting,Schaefer,0.052,19.86,0.474,57.4%,33.3%,13.0%,81.8%
0,Year 2,fALFF,Workflow D,SVM,BASC197,-0.365,23.83,0.616,68.8%,54.2%,56.5%,66.7%
0,Year 2,fALFF,Workflow D,SVM,BASC444,-0.155,21.91,0.635,67.4%,69.2%,39.1%,87.9%
0,Year 2,fALFF,Workflow D,SVM,Schaefer,-0.132,21.7,0.609,67.6%,54.5%,52.2%,69.7%
0,Year 2,fALFF,Workflow D,Random Forest,BASC197,0.204,18.2,0.516,60.0%,43.8%,30.4%,72.7%
0,Year 2,fALFF,Workflow D,Random Forest,BASC444,0.214,18.08,0.598,65.1%,61.5%,34.8%,84.8%
0,Year 2,fALFF,Workflow D,Random Forest,Schaefer,0.241,17.76,0.581,64.9%,52.6%,43.5%,72.7%
0,Year 2,fALFF,Workflow E,ElasticNet,BASC197,0.221,18.0,0.62,66.7%,64.3%,39.1%,84.8%
0,Year 2,fALFF,Workflow E,ElasticNet,BASC444,0.189,18.36,0.592,64.4%,63.6%,30.4%,87.9%
0,Year 2,fALFF,Workflow E,ElasticNet,Schaefer,-0.07,21.09,0.598,65.1%,61.5%,34.8%,84.8%
0,Year 2,fALFF,Workflow E,Gradient Boosting,BASC197,-0.011,20.51,0.54,61.4%,50.0%,26.1%,81.8%
0,Year 2,fALFF,Workflow E,Gradient Boosting,BASC444,0.431,15.38,0.731,73.8%,85.7%,52.2%,93.9%
0,Year 2,fALFF,Workflow E,Gradient Boosting,Schaefer,0.322,16.79,0.655,70.3%,63.2%,52.2%,78.8%
0,Year 2,fALFF,Workflow E,SVM,BASC197,-0.704,26.62,0.708,85.7%,57.1%,87.0%,54.5%
0,Year 2,fALFF,Workflow E,SVM,BASC444,-1.335,31.16,0.738,87.0%,60.6%,87.0%,60.6%
0,Year 2,fALFF,Workflow E,SVM,Schaefer,-0.63,26.04,0.751,94.7%,59.5%,95.7%,54.5%
0,Year 2,fALFF,Workflow E,Random Forest,BASC197,0.204,18.19,0.548,61.7%,55.6%,21.7%,87.9%
0,Year 2,fALFF,Workflow E,Random Forest,BASC444,0.125,19.08,0.498,58.8%,40.0%,8.7%,90.9%
0,Year 2,fALFF,Workflow E,Random Forest,Schaefer,0.22,18.01,0.503,59.1%,41.7%,21.7%,78.8%
0,Year 2,fALFF,Workflow F,ElasticNet,BASC197,0.225,17.95,0.622,66.0%,77.8%,30.4%,93.9%
0,Year 2,fALFF,Workflow F,ElasticNet,BASC444,0.194,18.31,0.576,63.6%,58.3%,30.4%,84.8%
0,Year 2,fALFF,Workflow F,ElasticNet,Schaefer,0.177,18.51,0.548,61.7%,55.6%,21.7%,87.9%
0,Year 2,fALFF,Workflow F,Gradient Boosting,BASC197,0.125,19.07,0.542,61.2%,57.1%,17.4%,90.9%
0,Year 2,fALFF,Workflow F,Gradient Boosting,BASC444,0.054,19.83,0.607,65.2%,70.0%,30.4%,90.9%
0,Year 2,fALFF,Workflow F,Gradient Boosting,Schaefer,0.128,19.04,0.546,61.9%,50.0%,30.4%,78.8%
0,Year 2,fALFF,Workflow F,SVM,BASC197,0.161,18.68,0.653,71.9%,58.3%,60.9%,69.7%
0,Year 2,fALFF,Workflow F,SVM,BASC444,0.017,20.22,0.655,70.3%,63.2%,52.2%,78.8%
0,Year 2,fALFF,Workflow F,SVM,Schaefer,-0.206,22.4,0.699,88.9%,55.3%,91.3%,48.5%
0,Year 2,fALFF,Workflow F,Random Forest,BASC197,0.243,17.74,0.668,72.7%,60.9%,60.9%,72.7%
0,Year 2,fALFF,Workflow F,Random Forest,BASC444,0.235,17.83,0.596,65.8%,55.6%,43.5%,75.8%
0,Year 2,fALFF,Workflow F,Random Forest,Schaefer,0.24,17.78,0.629,71.4%,53.6%,65.2%,60.6%
0,Year 2,fALFF,Workflow G,ElasticNet,BASC197,0.16,18.69,0.54,61.4%,50.0%,26.1%,81.8%
0,Year 2,fALFF,Workflow G,ElasticNet,BASC444,-0.045,20.85,0.461,56.9%,20.0%,4.3%,87.9%
0,Year 2,fALFF,Workflow G,ElasticNet,Schaefer,0.122,19.11,0.568,63.4%,53.3%,34.8%,78.8%
0,Year 2,fALFF,Workflow G,Gradient Boosting,BASC197,-0.079,21.18,0.551,62.9%,47.6%,43.5%,66.7%
0,Year 2,fALFF,Workflow G,Gradient Boosting,BASC444,0.153,18.77,0.633,68.4%,61.1%,47.8%,78.8%
0,Year 2,fALFF,Workflow G,Gradient Boosting,Schaefer,0.162,18.67,0.642,68.3%,66.7%,43.5%,84.8%
0,Year 2,fALFF,Workflow G,SVM,BASC197,-0.108,21.47,0.663,70.0%,68.8%,47.8%,84.8%
0,Year 2,fALFF,Workflow G,SVM,BASC444,-0.382,23.97,0.625,68.6%,57.1%,52.2%,72.7%
0,Year 2,fALFF,Workflow G,SVM,Schaefer,-0.884,27.99,0.603,73.7%,48.6%,78.3%,42.4%
0,Year 2,fALFF,Workflow G,Random Forest,BASC197,0.164,18.65,0.596,65.8%,55.6%,43.5%,75.8%
0,Year 2,fALFF,Workflow G,Random Forest,BASC444,0.214,18.08,0.633,68.4%,61.1%,47.8%,78.8%
0,Year 2,fALFF,Workflow G,Random Forest,Schaefer,0.206,18.17,0.679,70.7%,73.3%,47.8%,87.9%
0,Year 2,fALFF,Workflow H,ElasticNet,BASC197,-0.083,21.22,0.431,55.1%,14.3%,4.3%,81.8%
0,Year 2,fALFF,Workflow H,ElasticNet,BASC444,-0.007,20.46,0.455,56.6%,0.0%,0.0%,90.9%
0,Year 2,fALFF,Workflow H,ElasticNet,Schaefer,0.205,18.18,0.533,60.9%,50.0%,21.7%,84.8%
0,Year 2,fALFF,Workflow H,Gradient Boosting,BASC197,0.126,19.06,0.553,62.5%,50.0%,34.8%,75.8%
0,Year 2,fALFF,Workflow H,Gradient Boosting,BASC444,0.147,18.84,0.581,64.9%,52.6%,43.5%,72.7%
0,Year 2,fALFF,Workflow H,Gradient Boosting,Schaefer,0.155,18.75,0.546,61.9%,50.0%,30.4%,78.8%
0,Year 2,fALFF,Workflow H,SVM,BASC197,-0.274,23.02,0.588,65.7%,52.4%,47.8%,69.7%
0,Year 2,fALFF,Workflow H,SVM,BASC444,-0.256,22.85,0.516,60.0%,43.8%,30.4%,72.7%
0,Year 2,fALFF,Workflow H,SVM,Schaefer,-0.502,24.99,0.586,66.7%,50.0%,56.5%,60.6%
0,Year 2,fALFF,Workflow H,Random Forest,BASC197,0.27,17.42,0.581,64.9%,52.6%,43.5%,72.7%
0,Year 2,fALFF,Workflow H,Random Forest,BASC444,0.254,17.61,0.538,61.5%,47.1%,34.8%,72.7%
0,Year 2,fALFF,Workflow H,Random Forest,Schaefer,0.183,18.44,0.583,64.3%,57.1%,34.8%,81.8%
0,Year 2,fALFF,Workflow I,ElasticNet,BASC197,-0.048,20.88,0.5,58.9%,nan%,0.0%,100.0%
0,Year 2,fALFF,Workflow I,ElasticNet,BASC444,-0.04,20.8,0.485,58.2%,0.0%,0.0%,97.0%
0,Year 2,fALFF,Workflow I,ElasticNet,Schaefer,-0.03,20.7,0.5,58.9%,nan%,0.0%,100.0%
0,Year 2,fALFF,Workflow I,Gradient Boosting,BASC197,0.118,19.15,0.355,50.0%,8.3%,4.3%,66.7%
0,Year 2,fALFF,Workflow I,Gradient Boosting,BASC444,0.012,20.27,0.472,57.1%,35.7%,21.7%,72.7%
0,Year 2,fALFF,Workflow I,Gradient Boosting,Schaefer,-0.203,22.37,0.446,56.0%,16.7%,4.3%,84.8%
0,Year 2,fALFF,Workflow I,SVM,BASC197,-0.862,27.83,0.49,58.1%,40.0%,43.5%,54.5%
0,Year 2,fALFF,Workflow I,SVM,BASC444,-0.495,24.93,0.516,60.0%,43.8%,30.4%,72.7%
0,Year 2,fALFF,Workflow I,SVM,Schaefer,-1.135,29.8,0.421,50.0%,34.4%,47.8%,36.4%
0,Year 2,fALFF,Workflow I,Random Forest,BASC197,0.196,18.29,0.466,56.8%,33.3%,17.4%,75.8%
0,Year 2,fALFF,Workflow I,Random Forest,BASC444,0.177,18.5,0.457,56.1%,33.3%,21.7%,69.7%
0,Year 2,fALFF,Workflow I,Random Forest,Schaefer,-0.07,21.09,0.461,56.9%,20.0%,4.3%,87.9%
0,Year 2,fALFF,Workflow J,ElasticNet,/,0.215,18.07,0.585,63.8%,66.7%,26.1%,90.9%
0,Year 2,fALFF,Workflow J,Gradient Boosting,/,0.187,18.39,0.483,58.0%,33.3%,8.7%,87.9%
0,Year 2,fALFF,Workflow J,SVM,/,0.179,18.48,0.768,88.0%,64.5%,87.0%,66.7%
0,Year 2,fALFF,Workflow J,Random Forest,/,0.223,17.98,0.688,77.8%,58.6%,73.9%,63.6%
0,Year 2,fALFF,Workflow K,ElasticNet,BASC197,-0.047,20.86,0.485,58.2%,0.0%,0.0%,97.0%
0,Year 2,fALFF,Workflow K,ElasticNet,BASC444,-0.039,20.78,0.485,58.2%,0.0%,0.0%,97.0%
0,Year 2,fALFF,Workflow K,ElasticNet,Schaefer,-0.027,20.67,0.5,58.9%,nan%,0.0%,100.0%
0,Year 2,fALFF,Workflow K,Gradient Boosting,BASC197,0.138,18.93,0.34,48.8%,7.7%,4.3%,63.6%
0,Year 2,fALFF,Workflow K,Gradient Boosting,BASC444,-0.004,20.44,0.487,58.1%,38.5%,21.7%,75.8%
0,Year 2,fALFF,Workflow K,Gradient Boosting,Schaefer,-0.163,21.99,0.446,56.0%,16.7%,4.3%,84.8%
0,Year 2,fALFF,Workflow K,SVM,BASC197,-0.645,26.15,0.542,62.5%,45.8%,47.8%,60.6%
0,Year 2,fALFF,Workflow K,SVM,BASC444,-0.415,24.26,0.516,60.0%,43.8%,30.4%,72.7%
0,Year 2,fALFF,Workflow K,SVM,Schaefer,-1.048,29.19,0.421,50.0%,34.4%,47.8%,36.4%
0,Year 2,fALFF,Workflow K,Random Forest,BASC197,0.181,18.45,0.466,56.8%,33.3%,17.4%,75.8%
0,Year 2,fALFF,Workflow K,Random Forest,BASC444,0.177,18.5,0.442,55.0%,31.2%,21.7%,66.7%
0,Year 2,fALFF,Workflow K,Random Forest,Schaefer,-0.068,21.08,0.424,54.9%,0.0%,0.0%,84.8%
4,Year 2,ReHo,original,ElasticNet,Schaefer,0.471,13.322,0.739,75.9%,75.0%,63.2%,84.6%
0,Year 2,ReHo,"Workflow A 
 (default)",ElasticNet,BASC197,0.277,17.34,0.65,68.2%,75.0%,39.1%,90.9%
0,Year 2,ReHo,"Workflow A 
 (default)",ElasticNet,BASC444,0.026,20.12,0.439,55.8%,0.0%,0.0%,87.9%
0,Year 2,ReHo,"Workflow A 
 (default)",ElasticNet,Schaefer,0.278,17.33,0.598,65.1%,61.5%,34.8%,84.8%
0,Year 2,ReHo,"Workflow A 
 (default)",Gradient Boosting,BASC197,0.071,19.65,0.611,66.7%,58.8%,43.5%,78.8%
0,Year 2,ReHo,"Workflow A 
 (default)",Gradient Boosting,BASC444,-0.044,20.84,0.531,61.0%,46.7%,30.4%,75.8%
0,Year 2,ReHo,"Workflow A 
 (default)",Gradient Boosting,Schaefer,-0.05,20.89,0.6,64.6%,75.0%,26.1%,93.9%
0,Year 2,ReHo,"Workflow A 
 (default)",SVM,BASC197,-0.135,21.73,0.618,67.6%,57.9%,47.8%,75.8%
0,Year 2,ReHo,"Workflow A 
 (default)",SVM,BASC444,-0.077,21.16,0.581,64.9%,52.6%,43.5%,72.7%
0,Year 2,ReHo,"Workflow A 
 (default)",SVM,Schaefer,-0.131,21.69,0.588,65.7%,52.4%,47.8%,69.7%
0,Year 2,ReHo,"Workflow A 
 (default)",Random Forest,BASC197,0.16,18.69,0.605,65.9%,60.0%,39.1%,81.8%
0,Year 2,ReHo,"Workflow A 
 (default)",Random Forest,BASC444,0.089,19.47,0.533,60.9%,50.0%,21.7%,84.8%
0,Year 2,ReHo,"Workflow A 
 (default)",Random Forest,Schaefer,0.189,18.37,0.59,65.0%,56.2%,39.1%,78.8%
0,Year 2,ReHo,Workflow B,ElasticNet,BASC197,0.269,16.74,0.698,75.0%,70.0%,53.8%,85.7%
0,Year 2,ReHo,Workflow B,ElasticNet,BASC444,0.244,17.02,0.628,70.0%,61.1%,42.3%,83.3%
0,Year 2,ReHo,Workflow B,ElasticNet,Schaefer,0.292,16.47,0.652,71.2%,68.8%,42.3%,88.1%
0,Year 2,ReHo,Workflow B,Gradient Boosting,BASC197,0.194,17.58,0.679,73.5%,68.4%,50.0%,85.7%
0,Year 2,ReHo,Workflow B,Gradient Boosting,BASC444,0.069,18.89,0.563,65.5%,53.8%,26.9%,85.7%
0,Year 2,ReHo,Workflow B,Gradient Boosting,Schaefer,0.175,17.79,0.722,76.0%,77.8%,53.8%,90.5%
0,Year 2,ReHo,Workflow B,SVM,BASC197,-0.517,24.11,0.555,66.7%,43.8%,53.8%,57.1%
0,Year 2,ReHo,Workflow B,SVM,BASC444,-0.206,21.5,0.612,69.6%,54.5%,46.2%,76.2%
0,Year 2,ReHo,Workflow B,SVM,Schaefer,-0.345,22.71,0.666,81.5%,51.2%,80.8%,52.4%
0,Year 2,ReHo,Workflow B,Random Forest,BASC197,0.299,16.4,0.643,71.7%,59.1%,50.0%,78.6%
0,Year 2,ReHo,Workflow B,Random Forest,BASC444,0.224,17.25,0.643,71.7%,59.1%,50.0%,78.6%
0,Year 2,ReHo,Workflow B,Random Forest,Schaefer,0.307,16.3,0.612,69.6%,54.5%,46.2%,76.2%
0,Year 2,ReHo,Workflow C,ElasticNet,BASC197,0.284,17.25,0.65,68.2%,75.0%,39.1%,90.9%
0,Year 2,ReHo,Workflow C,ElasticNet,BASC444,0.027,20.12,0.47,57.4%,0.0%,0.0%,93.9%
0,Year 2,ReHo,Workflow C,ElasticNet,Schaefer,0.277,17.34,0.605,65.9%,60.0%,39.1%,81.8%
0,Year 2,ReHo,Workflow C,Gradient Boosting,BASC197,-0.061,21.0,0.605,65.9%,60.0%,39.1%,81.8%
0,Year 2,ReHo,Workflow C,Gradient Boosting,BASC444,0.178,18.49,0.581,64.9%,52.6%,43.5%,72.7%
0,Year 2,ReHo,Workflow C,Gradient Boosting,Schaefer,0.024,20.15,0.628,66.7%,72.7%,34.8%,90.9%
0,Year 2,ReHo,Workflow C,SVM,BASC197,-0.126,21.64,0.581,64.9%,52.6%,43.5%,72.7%
0,Year 2,ReHo,Workflow C,SVM,BASC444,-0.053,20.93,0.559,63.2%,50.0%,39.1%,72.7%
0,Year 2,ReHo,Workflow C,SVM,Schaefer,-0.053,20.92,0.625,68.6%,57.1%,52.2%,72.7%
0,Year 2,ReHo,Workflow C,Random Forest,BASC197,0.197,18.28,0.59,65.0%,56.2%,39.1%,78.8%
0,Year 2,ReHo,Workflow C,Random Forest,BASC444,0.144,18.86,0.518,60.0%,45.5%,21.7%,81.8%
0,Year 2,ReHo,Workflow C,Random Forest,Schaefer,0.191,18.34,0.62,66.7%,64.3%,39.1%,84.8%
0,Year 2,ReHo,Workflow D,ElasticNet,BASC197,0.245,17.72,0.635,67.4%,69.2%,39.1%,87.9%
0,Year 2,ReHo,Workflow D,ElasticNet,BASC444,-0.074,21.14,0.455,56.6%,0.0%,0.0%,90.9%
0,Year 2,ReHo,Workflow D,ElasticNet,Schaefer,0.308,16.96,0.657,69.0%,71.4%,43.5%,87.9%
0,Year 2,ReHo,Workflow D,Gradient Boosting,BASC197,0.183,18.43,0.735,77.1%,71.4%,65.2%,81.8%
0,Year 2,ReHo,Workflow D,Gradient Boosting,BASC444,0.046,19.91,0.407,53.3%,18.2%,8.7%,72.7%
0,Year 2,ReHo,Workflow D,Gradient Boosting,Schaefer,0.051,19.87,0.613,65.9%,66.7%,34.8%,87.9%
0,Year 2,ReHo,Workflow D,SVM,BASC197,0.0,20.39,0.67,71.1%,66.7%,52.2%,81.8%
0,Year 2,ReHo,Workflow D,SVM,BASC444,0.009,20.3,0.626,67.5%,62.5%,43.5%,81.8%
0,Year 2,ReHo,Workflow D,SVM,Schaefer,-0.016,20.55,0.661,71.4%,61.9%,56.5%,75.8%
0,Year 2,ReHo,Workflow D,Random Forest,BASC197,0.197,18.27,0.633,68.4%,61.1%,47.8%,78.8%
0,Year 2,ReHo,Workflow D,Random Forest,BASC444,0.164,18.65,0.511,59.6%,44.4%,17.4%,84.8%
0,Year 2,ReHo,Workflow D,Random Forest,Schaefer,0.222,17.99,0.642,68.3%,66.7%,43.5%,84.8%
0,Year 2,ReHo,Workflow E,ElasticNet,BASC197,0.184,18.42,0.57,63.0%,60.0%,26.1%,87.9%
0,Year 2,ReHo,Workflow E,ElasticNet,BASC444,0.071,19.66,0.57,63.0%,60.0%,26.1%,87.9%
0,Year 2,ReHo,Workflow E,ElasticNet,Schaefer,0.114,19.2,0.533,60.9%,50.0%,21.7%,84.8%
0,Year 2,ReHo,Workflow E,Gradient Boosting,BASC197,0.168,18.6,0.679,70.7%,73.3%,47.8%,87.9%
0,Year 2,ReHo,Workflow E,Gradient Boosting,BASC444,-0.211,22.44,0.392,52.3%,16.7%,8.7%,69.7%
0,Year 2,ReHo,Workflow E,Gradient Boosting,Schaefer,-0.043,20.83,0.383,51.2%,20.0%,13.0%,63.6%
0,Year 2,ReHo,Workflow E,SVM,BASC197,-0.223,22.55,0.588,72.2%,47.4%,78.3%,39.4%
0,Year 2,ReHo,Workflow E,SVM,BASC444,-0.078,21.18,0.529,61.1%,45.0%,39.1%,66.7%
